ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,latitude,longitude
CYGP,medium_airport,Gaspé (Michel-Pouliot) Airport,112.0,,CA,CA-QC,Gaspé,CYGP,YGP,,48.7752990723,-64.4785995483
CYGQ,medium_airport,Geraldton Greenstone Regional Airport,1144.0,,CA,CA-ON,Geraldton,CYGQ,YGQ,,49.77830123901367,-86.93939971923828
CYGR,medium_airport,Îles-de-la-Madeleine Airport,35.0,,CA,CA-QC,Les Îles-de-la-Madeleine,CYGR,YGR,,47.425242,-61.778612
CYGT,medium_airport,Igloolik Airport,174.0,,CA,CA-NU,Igloolik,CYGT,YGT,,69.3647003174,-81.8161010742
CYGV,medium_airport,Havre-Saint-Pierre Airport,124.0,,CA,CA-QC,Havre-Saint-Pierre,CYGV,YGV,,50.281898,-63.611401
CYGW,medium_airport,Kuujjuarapik Airport,34.0,,CA,CA-QC,Kuujjuarapik,CYGW,YGW,,55.281898498535156,-77.76529693603516
CYGX,medium_airport,Gillam Airport,476.0,,CA,CA-MB,Gillam,CYGX,YGX,,56.35749816894531,-94.71060180664062
CYGZ,medium_airport,Grise Fiord Airport,146.0,,CA,CA-NU,Grise Fiord,CYGZ,YGZ,,76.4261016846,-82.90920257570001
CYHA,medium_airport,Quaqtaq Airport,103.0,,CA,CA-QC,Quaqtaq,CYHA,YQC,,61.0463981628418,-69.6177978515625
CYHD,medium_airport,Dryden Regional Airport,1354.0,,CA,CA-ON,Dryden,CYHD,YHD,,49.831699,-92.744202
CYHE,medium_airport,Hope Airport / FVRD Regional Airpark,128.0,,CA,CA-BC,Hope,CYHE,YHE,,49.368865,-121.49495
CYHF,medium_airport,Hearst René Fontaine Municipal Airport,827.0,,CA,CA-ON,Hearst,CYHF,YHF,,49.71419906616211,-83.68609619140625
CYHH,medium_airport,Nemiscau Airport,802.0,,CA,CA-QC,Nemiscau,CYHH,YNS,,51.69110107421875,-76.1355972290039
CYHI,medium_airport,Ulukhaktok Holman Airport,117.0,,CA,CA-NT,Ulukhaktok,CYHI,YHI,,70.76280212402344,-117.80599975585938
CYHK,medium_airport,Gjoa Haven Airport,152.0,,CA,CA-NU,Gjoa Haven,CYHK,YHK,,68.635597229,-95.84970092770001
CYHM,medium_airport,John C. Munro Hamilton International Airport,780.0,,CA,CA-ON,Hamilton,CYHM,YHM,,43.173599243199995,-79.93499755859999
CYHN,medium_airport,Hornepayne Municipal Airport,1099.0,,CA,CA-ON,Hornepayne,CYHN,YHN,,49.19309997558594,-84.75890350341797
CYHO,medium_airport,Hopedale Airport,39.0,,CA,CA-NL,Hopedale,CYHO,YHO,,55.448757,-60.228124
CYHR,medium_airport,Chevery Airport,39.0,,CA,CA-QC,Chevery,CYHR,YHR,,50.46889877319336,-59.63669967651367
CYHT,medium_airport,Haines Junction Airport,2150.0,,CA,CA-YT,Haines Junction,CYHT,YHT,,60.7892,-137.546005
CYHU,medium_airport,Montréal / Saint-Hubert Airport,90.0,,CA,CA-QC,Montréal,CYHU,YHU,,45.5175018311,-73.4169006348
CYHY,medium_airport,Hay River / Merlyn Carter Airport,541.0,,CA,CA-NT,Hay River,CYHY,YHY,,60.8396987915,-115.782997131
CYHZ,large_airport,Halifax / Stanfield International Airport,477.0,,CA,CA-NS,Halifax,CYHZ,YHZ,,44.8807983398,-63.5085983276
CYIB,medium_airport,Atikokan Municipal Airport,1408.0,,CA,CA-ON,Atikokan,CYIB,YIB,,48.7738990784,-91.6386032104
CYID,medium_airport,Digby / Annapolis Regional Airport,499.0,,CA,CA-NS,Digby,CYID,YDG,,44.5458450365,-65.7854247093
CYIF,medium_airport,St Augustin Airport,20.0,,CA,CA-QC,St-Augustin,CYIF,YIF,,51.2117004395,-58.6582984924
CYIK,medium_airport,Ivujivik Airport,126.0,,CA,CA-QC,Ivujivik,CYIK,YIK,,62.417301177978516,-77.92530059814453
CYIO,medium_airport,Pond Inlet Airport,181.0,,CA,CA-NU,Pond Inlet,CYIO,YIO,,72.6832962036,-77.9666976929
CYIV,medium_airport,Island Lake Airport,770.0,,CA,CA-MB,Island Lake,CYIV,YIV,,53.857200622558594,-94.65360260009766
CYJF,medium_airport,Fort Liard Airport,708.0,,CA,CA-NT,Fort Liard,CYJF,YJF,,60.235801696799996,-123.46900177
CYJN,medium_airport,St Jean Airport,136.0,,CA,CA-QC,St Jean,CYJN,YJN,,45.29439926147461,-73.28109741210938
CYJT,medium_airport,Stephenville Airport,84.0,,CA,CA-NL,Stephenville,CYJT,YJT,,48.5442008972168,-58.54999923706055
CYKA,medium_airport,Kamloops John Moose Fulton Field Regional Airport,1133.0,,CA,CA-BC,Kamloops,CYKA,YKA,,50.702202,-120.444
CYKD,medium_airport,Aklavik/Freddie Carmichael Airport,23.0,,CA,CA-NT,Aklavik,CYKD,LAK,,68.223297,-135.00599
CYKF,medium_airport,Waterloo Airport,1055.0,,CA,CA-ON,Kitchener,CYKF,YKF,,43.460800170899994,-80.3786010742
CYKG,medium_airport,Kangiqsujuaq (Wakeham Bay) Airport,501.0,,CA,CA-QC,Kangiqsujuaq,CYKG,YWB,,61.5886001587,-71.929397583
CYKJ,medium_airport,Key Lake Airport,1679.0,,CA,CA-SK,Key Lake,CYKJ,YKJ,,57.256099700927734,-105.61799621582031
CYKL,medium_airport,Schefferville Airport,1709.0,,CA,CA-QC,Schefferville,CYKL,YKL,,54.805301666259766,-66.8052978515625
CYKO,medium_airport,Akulivik Airport,75.0,,CA,CA-QC,Akulivik,CYKO,AKV,,60.818599700927734,-78.14859771728516
CYKQ,medium_airport,Waskaganish Airport,80.0,,CA,CA-QC,Waskaganish,CYKQ,YKQ,,51.47330093383789,-78.75830078125
CYKX,medium_airport,Kirkland Lake Airport,1157.0,,CA,CA-ON,Kirkland Lake,CYKX,YKX,,48.21030044555664,-79.98139953613281
CYKY,medium_airport,Kindersley Airport,2277.0,,CA,CA-SK,Kindersley,CYKY,YKY,YKY,51.5175018311,-109.180999756
CYKZ,medium_airport,Buttonville Municipal Airport,650.0,,CA,CA-ON,Toronto,CYKZ,YKZ,,43.86220169067383,-79.37000274658203
CYLA,medium_airport,Aupaluk Airport,119.0,,CA,CA-QC,Aupaluk,CYLA,YPJ,,59.29669952392578,-69.59970092773438
CYLC,medium_airport,Kimmirut Airport,175.0,,CA,CA-NU,Kimmirut,CYLC,YLC,,62.848253,-69.877853
CYLD,medium_airport,Chapleau Airport,1470.0,,CA,CA-ON,Chapleau,CYLD,YLD,,47.81999969482422,-83.3467025756836
CYLH,medium_airport,Lansdowne House Airport,834.0,,CA,CA-ON,Lansdowne House,CYLH,YLH,,52.19559860229492,-87.93419647216797
CYLJ,medium_airport,Meadow Lake Airport,1576.0,,CA,CA-SK,Meadow Lake,CYLJ,YLJ,,54.125301361083984,-108.52300262451172
CYLK,medium_airport,Lutselk'e Airport,596.0,,CA,CA-NT,Lutselk'e,CYLK,YSG,,62.418303,-110.681998
CYLL,medium_airport,Lloydminster Airport,2193.0,,CA,CA-AB,Lloydminster,CYLL,YLL,,53.309200286865234,-110.072998046875
CYLR,medium_airport,Leaf Rapids Airport,959.0,,CA,CA-MB,Leaf Rapids,CYLR,YLR,,56.513301849365234,-99.98529815673828
CYLT,medium_airport,Alert Airport,100.0,,CA,CA-NU,Alert,CYLT,YLT,,82.517799,-62.280602
CYLU,medium_airport,Kangiqsualujjuaq (Georges River) Airport,215.0,,CA,CA-QC,Kangiqsualujjuaq,CYLU,XGR,,58.711399,-65.992798
CYLW,medium_airport,Kelowna International Airport,1421.0,,CA,CA-BC,Kelowna,CYLW,YLW,,49.9561,-119.377998
CYMA,medium_airport,Mayo Airport,1653.0,,CA,CA-YT,Mayo,CYMA,YMA,,63.61640167236328,-135.8679962158203
CYME,medium_airport,Matane Airport,102.0,,CA,CA-QC,Matane,CYME,YME,,48.85689926147461,-67.45330047607422
CYMG,medium_airport,Manitouwadge Airport,1198.0,,CA,CA-ON,Manitouwadge,CYMG,YMG,,49.083900451660156,-85.86060333251953
CYMH,medium_airport,Mary's Harbour Airport,38.0,,CA,CA-NL,Mary's Harbour,CYMH,YMH,,52.302837,-55.847626
CYMJ,medium_airport,Moose Jaw Air Vice Marshal C. M. McEwen Airport,1892.0,,CA,CA-SK,Moose Jaw,CYMJ,YMJ,,50.330299377441406,-105.55899810791016
CYML,medium_airport,Charlevoix Airport,977.0,,CA,CA-QC,Charlevoix,CYML,YML,,47.59749984741211,-70.2238998413086
CYMM,medium_airport,Fort McMurray Airport,1211.0,,CA,CA-AB,Fort McMurray,CYMM,YMM,,56.653301239,-111.222000122
CYMO,medium_airport,Moosonee Airport,30.0,,CA,CA-ON,Moosonee,CYMO,YMO,,51.291099548339844,-80.60780334472656
CYMT,medium_airport,Chapais Airport,1270.0,,CA,CA-QC,Chibougamau,CYMT,YMT,,49.77190017700195,-74.5280990600586
CYMU,medium_airport,Umiujaq Airport,250.0,,CA,CA-QC,Umiujaq,CYMU,YUD,,56.53609848022461,-76.51830291748047
CYMX,medium_airport,Montreal International (Mirabel) Airport,270.0,,CA,CA-QC,Montréal,CYMX,YMX,,45.679501,-74.038696
CYNA,medium_airport,Natashquan Airport,39.0,,CA,CA-QC,Natashquan,CYNA,YNA,,50.189998626708984,-61.78919982910156
CYNC,medium_airport,Wemindji Airport,66.0,,CA,CA-QC,Wemindji,CYNC,YNC,,53.01060104370117,-78.83110046386719
CYND,medium_airport,Ottawa / Gatineau Airport,211.0,,CA,CA-QC,Gatineau,CYND,YND,CYND,45.521702,-75.563599
CYNE,medium_airport,Norway House Airport,734.0,,CA,CA-MB,Norway House,CYNE,YNE,,53.95830154418945,-97.84420013427734
CYNL,medium_airport,Points North Landing Airport,1605.0,,CA,CA-SK,Points North Landing,CYNL,YNL,,58.27669906616211,-104.08200073242188
CYNM,medium_airport,Matagami Airport,918.0,,CA,CA-QC,Matagami,CYNM,YNM,,49.76169967651367,-77.80280303955078
CYNN,medium_airport,Nejanilini Lake Airport,1000.0,,CA,CA-MB,Nejanilini Lake,CYNN,,,59.4874992371,-97.78029632570001
CYOA,medium_airport,Ekati Airport,1536.0,,CA,CA-NT,Ekati,CYOA,YOA,,64.6988983154,-110.614997864
CYOC,medium_airport,Old Crow Airport,824.0,,CA,CA-YT,Old Crow,CYOC,YOC,,67.57060241699219,-139.83900451660156
CYOD,medium_airport,CFB Cold Lake,1775.0,,CA,CA-AB,Cold Lake,CYOD,YOD,,54.404998779296875,-110.27899932861328
CYOH,medium_airport,Oxford House Airport,663.0,,CA,CA-MB,Oxford House,CYOH,YOH,,54.93330001831055,-95.27890014648438
CYOJ,medium_airport,High Level Airport,1110.0,,CA,CA-AB,High Level,CYOJ,YOJ,,58.62139892578125,-117.16500091552734
CYOO,medium_airport,Oshawa Executive Airport,460.0,,CA,CA-ON,Oshawa,CYOO,YOO,CYOO,43.922798,-78.894997
CYOP,medium_airport,Rainbow Lake Airport,1759.0,,CA,CA-AB,Rainbow Lake,CYOP,YOP,,58.49140167236328,-119.40799713134766
CYOS,medium_airport,Owen Sound / Billy Bishop Regional Airport,1007.0,,CA,CA-ON,Owen Sound,CYOS,YOS,,44.5903015137,-80.8375015259
CYOW,large_airport,Ottawa Macdonald-Cartier International Airport,374.0,,CA,CA-ON,Ottawa,CYOW,YOW,YOW,45.322498,-75.669197
CYPA,medium_airport,Prince Albert Glass Field,1405.0,,CA,CA-SK,Prince Albert,CYPA,YPA,,53.214199066199996,-105.672996521
CYPC,medium_airport,Paulatuk (Nora Aliqatchialuk Ruben) Airport,15.0,,CA,CA-NT,Paulatuk,CYPC,YPC,,69.3608381154,-124.075469971
CYPD,medium_airport,Port Hawkesbury Airport,377.0,,CA,CA-NS,Port Hawkesbury,CYPD,YPS,,45.6567001343,-61.3680992126
CYPE,medium_airport,Peace River Airport,1873.0,,CA,CA-AB,Peace River,CYPE,YPE,,56.226898,-117.446999
CYPG,medium_airport,Portage-la-Prairie / Southport Airport,885.0,,CA,CA-MB,Portage la Prairie,CYPG,YPG,,49.903099,-98.273817
CYPH,medium_airport,Inukjuak Airport,83.0,,CA,CA-QC,Inukjuak,CYPH,YPH,,58.471900939941406,-78.07689666748047
CYPL,medium_airport,Pickle Lake Airport,1267.0,,CA,CA-ON,Pickle Lake,CYPL,YPL,,51.4463996887207,-90.21420288085938
CYPM,medium_airport,Pikangikum Airport,1114.0,,CA,CA-ON,Pikangikum,CYPM,YPM,,51.819698333740234,-93.97329711914062
CYPN,medium_airport,Port Menier Airport,167.0,,CA,CA-QC,Port-Menier,CYPN,YPN,,49.83639907836914,-64.2885971069336
CYPO,medium_airport,Peawanuck Airport,173.0,,CA,CA-ON,Peawanuck,CYPO,YPO,,54.98809814453125,-85.44329833984375
CYPQ,medium_airport,Peterborough Municipal Airport,628.0,,CA,CA-ON,Peterborough,CYPQ,YPQ,,44.23,-78.363297
CYPR,medium_airport,Prince Rupert Airport,116.0,,CA,CA-BC,Prince Rupert,CYPR,YPR,,54.286098480199996,-130.445007324
CYPW,medium_airport,Powell River Airport,425.0,,CA,CA-BC,Powell River,CYPW,YPW,,49.83420181274414,-124.5
CYPX,medium_airport,Puvirnituq Airport,74.0,,CA,CA-QC,Puvirnituq,CYPX,YPX,,60.05059814453125,-77.28690338134766
CYPY,medium_airport,Fort Chipewyan Airport,761.0,,CA,CA-AB,Fort Chipewyan,CYPY,YPY,,58.7672004699707,-111.11699676513672
CYPZ,medium_airport,Burns Lake Airport,2343.0,,CA,CA-BC,Burns Lake,CYPZ,YPZ,YPZ,54.3764,-125.950996
CYQA,medium_airport,Muskoka Airport,925.0,,CA,CA-ON,Muskoka,CYQA,YQA,,44.974700927734375,-79.30329895019531
CYQB,large_airport,Quebec Jean Lesage International Airport,244.0,,CA,CA-QC,Quebec,CYQB,YQB,YQB,46.7911,-71.393303
CYQD,medium_airport,The Pas Airport,887.0,,CA,CA-MB,The Pas,CYQD,YQD,,53.97140121459961,-101.09100341796875
CYQF,medium_airport,Red Deer Regional Airport,2968.0,,CA,CA-AB,Springbrook,CYQF,YQF,,52.182201,-113.893997
CYQG,medium_airport,Windsor Airport,622.0,,CA,CA-ON,Windsor,CYQG,YQG,,42.27560043334961,-82.95559692382812
CYQH,medium_airport,Watson Lake Airport,2255.0,,CA,CA-YT,Watson Lake,CYQH,YQH,,60.11640167236328,-128.82200622558594
CYQI,medium_airport,Yarmouth Airport,141.0,,CA,CA-NS,Yarmouth,CYQI,YQI,,43.826900482177734,-66.08809661865234
CYQK,medium_airport,Kenora Airport,1332.0,,CA,CA-ON,Kenora,CYQK,YQK,,49.788299560546875,-94.36309814453125
CYQL,medium_airport,Lethbridge County Airport,3048.0,,CA,CA-AB,Lethbridge,CYQL,YQL,,49.6302986145,-112.800003052
CYQM,medium_airport,Greater Moncton Roméo LeBlanc International Airport,232.0,,CA,CA-NB,Moncton,CYQM,YQM,,46.112202,-64.678596
CYQN,medium_airport,Nakina Airport,1057.0,,CA,CA-ON,Nakina,CYQN,YQN,,50.18280029296875,-86.69640350341797
CYQQ,medium_airport,Comox Valley Airport / CFB Comox,84.0,,CA,CA-BC,Comox,CYQQ,YQQ,,49.7108,-124.887001
CYQR,medium_airport,Regina International Airport,1894.0,,CA,CA-SK,Regina,CYQR,YQR,,50.43190002441406,-104.66600036621094
CYQS,medium_airport,St Thomas Municipal Airport,778.0,,CA,CA-ON,St Thomas,CYQS,YQS,,42.77000045776367,-81.11080169677734
CYQT,medium_airport,Thunder Bay Airport,653.0,,CA,CA-ON,Thunder Bay,CYQT,YQT,,48.37189865112305,-89.32389831542969
CYQU,medium_airport,Grande Prairie Airport,2195.0,,CA,CA-AB,Grande Prairie,CYQU,YQU,,55.1796989441,-118.885002136
CYQV,medium_airport,Yorkton Municipal Airport,1635.0,,CA,CA-SK,Yorkton,CYQV,YQV,,51.26470184326172,-102.46199798583984
CYQW,medium_airport,North Battleford Airport,1799.0,,CA,CA-SK,North Battleford,CYQW,YQW,,52.769409,-108.243742
CYQX,medium_airport,Gander International Airport / CFB Gander,496.0,,CA,CA-NL,Gander,CYQX,YQX,,48.936258,-54.567719
CYQY,medium_airport,Sydney / J.A. Douglas McCurdy Airport,203.0,,CA,CA-NS,Sydney,CYQY,YQY,,46.1614,-60.047798
CYQZ,medium_airport,Quesnel Airport,1789.0,,CA,CA-BC,Quesnel,CYQZ,YQZ,,53.026100158691406,-122.51000213623047
CYRA,medium_airport,Rae Lakes Airport,723.0,,CA,CA-NT,Gamètì,CYRA,YRA,,64.11609649658203,-117.30999755859375
CYRB,medium_airport,Resolute Bay Airport,215.0,,CA,CA-NU,Resolute Bay,CYRB,YRB,,74.7169036865,-94.9693984985
CYRI,medium_airport,Rivière-du-Loup Airport,427.0,,CA,CA-QC,Rivière-du-Loup,CYRI,YRI,,47.764400482177734,-69.58470153808594
CYRJ,medium_airport,Roberval Airport,586.0,,CA,CA-QC,Roberval,CYRJ,YRJ,,48.52000045776367,-72.2656021118164
CYRL,medium_airport,Red Lake Airport,1265.0,,CA,CA-ON,Red Lake,CYRL,YRL,,51.066898345947266,-93.79309844970703
CYRO,medium_airport,Ottawa / Rockcliffe Airport,188.0,,CA,CA-ON,Ottawa,CYRO,YRO,CYRO,45.4603004456,-75.64610290530001
CYRP,medium_airport,Ottawa / Carp Airport,382.0,,CA,CA-ON,Ottawa,CYRP,,YRP,45.3191986084,-76.0222015381
CYRQ,medium_airport,Trois-Rivières Airport,199.0,,CA,CA-QC,Trois-Rivières,CYRQ,YRQ,,46.35279846191406,-72.67939758300781
CYRS,medium_airport,Red Sucker Lake Airport,729.0,,CA,CA-MB,Red Sucker Lake,CYRS,YRS,,54.167198181152344,-93.55719757080078
CYRT,medium_airport,Rankin Inlet Airport,94.0,,CA,CA-NU,Rankin Inlet,CYRT,YRT,,62.8114013672,-92.1157989502
CYRV,medium_airport,Revelstoke Airport,1459.0,,CA,CA-BC,Revelstoke,CYRV,YRV,,50.962245,-118.184258
CYSB,medium_airport,Sudbury Airport,1141.0,,CA,CA-ON,Sudbury,CYSB,YSB,,46.625,-80.79889678955078
CYSC,medium_airport,Sherbrooke Airport,792.0,,CA,CA-QC,Sherbrooke,CYSC,YSC,,45.438599,-71.691399
CYSF,medium_airport,Stony Rapids Airport,805.0,,CA,CA-SK,Stony Rapids,CYSF,YSF,,59.250301361083984,-105.84100341796875
CYSG,medium_airport,Saint-Georges Airport,893.0,,CA,CA-QC,Saint-Georges,CYSG,,,46.096401,-70.714699
CYSH,medium_airport,Smiths Falls-Montague (Russ Beach) Airport,416.0,,CA,CA-ON,Smiths Falls,CYSH,YSH,,44.945801,-75.940598
CYSJ,medium_airport,Saint John Airport,357.0,,CA,CA-NB,Saint John,CYSJ,YSJ,,45.31610107421875,-65.89029693603516
CYSK,medium_airport,Sanikiluaq Airport,104.0,,CA,CA-NU,Sanikiluaq,CYSK,YSK,,56.5377998352,-79.2466964722
CYSL,medium_airport,Saint-Léonard Airport,793.0,,CA,CA-NB,Saint-Léonard,CYSL,YSL,,47.157097,-67.836242
CYSM,medium_airport,Fort Smith Airport,671.0,,CA,CA-NT,Fort Smith,CYSM,YSM,,60.020302,-111.961998
CYSN,medium_airport,Niagara District Airport,321.0,,CA,CA-ON,Niagara-on-the-Lake,CYSN,YCM,,43.1917,-79.1717
CYSP,medium_airport,Marathon Airport,1035.0,,CA,CA-ON,Marathon,CYSP,YSP,,48.75529861450195,-86.34439849853516
CYSQ,medium_airport,Atlin Airport,2348.0,,CA,CA-BC,Atlin,CYSQ,,,59.576698,-133.669006
CYST,medium_airport,St. Theresa Point Airport,773.0,,CA,CA-MB,St. Theresa Point,CYST,YST,,53.84560012817383,-94.85189819335938
CYSU,medium_airport,Summerside Airport,56.0,,CA,CA-PE,Slemon Park,CYSU,YSU,,46.440601,-63.833599
CYSY,medium_airport,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,282.0,,CA,CA-NT,Sachs Harbour,CYSY,YSY,,71.9938964844,-125.242996216
CYTA,medium_airport,Pembroke Airport,529.0,,CA,CA-ON,Pembroke,CYTA,YTA,,45.86439895629883,-77.25170135498047
CYTE,medium_airport,Cape Dorset Airport,164.0,,CA,CA-NU,Kinngait,CYTE,YTE,,64.230003,-76.526703
CYTF,medium_airport,Alma Airport,445.0,,CA,CA-QC,Alma,CYTF,YTF,,48.50889968869999,-71.64189910889999
CYTH,medium_airport,Thompson Airport,729.0,,CA,CA-MB,Thompson,CYTH,YTH,,55.80110168457031,-97.86419677734375
CYTL,medium_airport,Big Trout Lake Airport,729.0,,CA,CA-ON,Big Trout Lake,CYTL,YTL,,53.81779861450195,-89.89689636230469
CYTQ,medium_airport,Tasiujaq Airport,122.0,,CA,CA-QC,Tasiujaq,CYTQ,YTQ,,58.66780090332031,-69.95580291748047
CYTR,medium_airport,CFB Trenton,283.0,,CA,CA-ON,Trenton,CYTR,YTR,,44.118900299072266,-77.5280990600586
CYTS,medium_airport,Timmins/Victor M. Power,967.0,,CA,CA-ON,Timmins,CYTS,YTS,,48.569698333699996,-81.376701355
CYTZ,medium_airport,Billy Bishop Toronto City Centre Airport,252.0,,CA,CA-ON,Toronto,CYTZ,YTZ,,43.627499,-79.396202
CYUB,medium_airport,Tuktoyaktuk / James Gruben Airport,15.0,,CA,CA-NT,Tuktoyaktuk,CYUB,YUB,,69.433296,-133.026001
CYUL,large_airport,Montreal / Pierre Elliott Trudeau International Airport,118.0,,CA,CA-QC,Montréal,CYUL,YUL,YUL,45.4706001282,-73.7407989502
CYUT,medium_airport,Naujaat Airport,80.0,,CA,CA-NU,Repulse Bay,CYUT,YUT,,66.5214,-86.224701
CYUX,medium_airport,Hall Beach Airport,30.0,,CA,CA-NU,Sanirajak,CYUX,YUX,,68.7761,-81.2425
CYUY,medium_airport,Rouyn Noranda Airport,988.0,,CA,CA-QC,Rouyn-Noranda,CYUY,YUY,,48.20610046386719,-78.83560180664062
